Name,URL,Text
HBTF Governance Manuals - Housing Bank,https://hbtf.com/en/hbtf-governance-manuals,"hbtf governance manuals - housing bank hbtf governance manuals this manual is applicable to housing bank, its subsidiaries and its international branches taking into consideration the instructions issued by central banks and regulators of host countries where the subsidiaries and international branches exist. hbtf corporate governance manual hbtf information and technology governance and management manual"
Major Shareholders - Housing Bank,https://hbtf.com/en/major-shareholders,"major shareholders - housing bank major shareholders the housing bank for trade and finance capital is (315) million shares, with a nominal value of one jod per share, the below table shows the names of the major shareholders own 5% or more. the shareholders owning (5%) or more of the bank’s capital ownership (%) shareholder 38.571% qatar national bank 18.609% kuwait investmet authority 17.242% libyan foreign bank 15.421% social security corporation / jordan 89.843% total"
Share Information - Housing Bank,https://hbtf.com/en/share-information,share information - housing bank the housing bank for trade and finance information | amman stock exchange (ase.com.jo) share performance the housing bank for trade and finance historical | amman stock exchange (ase.com.jo) financial ratios securities depository center (sdc.com.jo)
Quarterly HBTF Presentation - Housing Bank,https://hbtf.com/en/hbtf-presentation,quarterly hbtf presentation - housing bank quarterly hbtf presentation view the bank's presentations hbtf presentation june-2025 hbtf presentation march-2025 hbtf presentation december-2024 hbtf presentation september 2024 hbtf presentation june 2024 hbtf presentation march 2024 hbtf presentation december -2023 hbtf presentation september-2023 hbtf presentation june-2023 hbtf presentation march-2023 hbtf presentation december-2022
Current HBTF Rating - Housing Bank,https://hbtf.com/en/current-hbtf-rating,current hbtf rating - housing bank current hbtf rating agency long term fcy short term fcy strength moody's ba3 np wr ci bb- b nr moody's rating action moody's credit opinion moody's hbtf profile
Contact Us Shareholders Affairs & Investors Relations - Housing Bank,https://hbtf.com/en/contact-us-investors-relations,"contact us shareholders affairs & investors relations - housing bank contact us shareholders affairs & investors relations for more information and for inquiries regarding your shares and dividends, please contact the shareholders affairs center : mohammad isaid misaid@hbtf.com.jo +96265005555 (5696) rawan al-srouji ral-srouji@hbtf.com.jo +96265005555 (2803)"
Housing Bank Holds its 52nd Annual General Assembly - Housing Bank,https://hbtf.com/en/news/general-assembly-fifty-two,"housing bank holds its 52nd annual general assembly - housing bank approval of 2024 financial statements and 30% cash dividends distribution jod 150.3 million net profits for 2024 and major achievements across key performance indicators the housing bank for trade and finance (hbtf) group held its 52 nd annual general assembly on 24 april 2025, during which the 2024 financial statements, the board of directors’ report, and the auditor’s report, were approved, along with the business plan for 2025. the meeting also endorsed the board of directors’ recommendation to distribute cash dividends at a rate of 30% of the nominal share value to shareholders for the year 2024. moreover, pricewaterhousecoopers (pwc) was appointed as the external auditor for 2025. the meeting, led by mr. abdel elah al-khatib, chairman of the board of directors, was held online and attended by shareholders representing 95.071% of the capital. also present were representatives from the companies control department (ccd), the central bank of jordan (cbj), the palestine monetary authority (pma), and pwc, the external auditor for 2024. mr. al-khatib noted that 2024 witnessed significant geopolitical developments that had a profound impact on the global economy, particularly in the region, placing extraordinary pressure on local and regional markets. despite these challenging circumstances, housing bank was able to maintain its performance and enhance its results through the strategic direction provided by the board of directors and abided by the executive management. the group’s financial results for 2024 reflected the strength of its business model and its ability to achieve sustainable growth while maintaining asset quality and reinforcing provisions, supported by prudent risk management and proactive planning for potential challenges. these efforts were reflected in the continued upward trajectory of the bank’s key financial indicators. the group recorded a net profit after provisions and taxes, amounting to jod 150.3 million, compared to jod 140.8 million in 2023, reflecting a growth rate of 6.7%. total assets increased by 6.3%, reaching jod 9.2 billion by the end of 2024, compared to jod 8.7 billion at the end of 2023, with the bank's market share of total assets in the jordanian banking sector reaching 11.9%. customer deposits rose to jod 6 billion by the end of 2024, compared to jod 5.7 billion in 2023, representing 10.6% of total customer deposits in the jordanian banking sector. total direct credit facilities also increased in 2024 to reach jod 5.1 billion, giving housing bank a market share of 10.9% of total credit facilities in the sector. the group also maintained a solid capital base, with total shareholders’ equity reaching jod 1.4 billion at the end of 2024, marking a 5.7% increase. the capital adequacy ratio stood at 18.6%, and the liquidity ratio at 128.2%, both exceeding the minimum regulatory requirements of the cbj and the basel committee, highlighting the bank’s strong and stable financial position. highlighting housing bank’s activities in 2024, mr. al-khatib noted several strategic achievements aligned with the bank’s long-term goals. these included the introduction of a range of innovative banking products, initiatives, and digital solutions aimed at enriching the customer experience with greater convenience and security. the bank also launched a comprehensive renovation plan for its branches, adopting modern interiors and advanced digital features, underscoring its commitment to customer service excellence and its 50-year legacy. these efforts are part of the hbtf’s broader vision to remain the bank of choice for its customers. housing bank also continued to implement its digital transformation strategy, ensuring that its systems and applications remain aligned with the latest global technologies. this contributed to improved operational efficiency, an expanded customer base, and a strengthened position as a leading financial institution committed to innovation and excellence. on the corporate banking front, 2024 saw the signing of several agreements aimed at supporting key infrastructure and development projects in jordan, with announcements made in early 2025. among the most prominent was an agreement with tanmia for natural gas to help finance strategic energy infrastructure. this reflects the group’s active role in promoting sustainable economic growth through support for high-impact investment initiatives. in terms of social responsibility, mr. al-khatib announced the launch of the imkan by iskan program in 2024, an extension of the bank’s longstanding commitment to community development. this program consolidates the bank’s social initiatives under four key themes: social empowerment, health, education, and the environment. implemented with active involvement from bank employees, the program reinforces the institution’s culture of giving and its integral role in jordanian society. furthermore, mr. al-khatib stated that the bank’s budget and business plan for 2025 were approved by the board of directors, based on a set of strategic assumptions and forecasts aimed at reinforcing hbtf’s strong position in the banking sector. the plan focuses on sustaining profitable growth, expanding market share, advancing sustainability initiatives, and strengthening partnerships with international financial institutions to support green financing. as part of its forward-looking approach, the bank will continue to develop its strategy for managing environmental, social, and governance (esg) risks in line with the best global practices and trends, as well as the guidelines issued by the cbj. emphasis will also be placed on accelerating digital transformation, adopting the latest technological advancements, and introducing new electronic and digital solutions to ensure continued value creation for stakeholders, including customers, shareholders, and the communities the bank serves. these efforts reaffirm the housing bank’s ongoing commitment to delivering best-in-class services, safeguarding the interests of its shareholders and depositors, and contributing to the national economy under the leadership of his majesty king abdullah ii ibn al hussein. during the meeting, a new board of directors was elected for the 2025–2029 term, in accordance with applicable laws and regulations. mr. al-khatib extended his gratitude to the members of the board for their valuable contributions and expressed his best wishes for the success of the newly elected members in continuing the housing bank’s journey of excellence and further strengthening its leadership position. he also expressed his sincere appreciation to the cbj, the ccd, and the jordan securities commission (jsc) for their support of the jordanian banking sector and their vital role in promoting economic growth through sound regulatory frameworks and effective incentives. mr. al-khatib thanked the bank’s shareholders for their continued support and expressed deep appreciation to depositors and customers for their enduring trust that drives the bank’s pursuit of excellence. he also commended the executive management team for their dedication and tireless efforts in serving the housing bank’s mission, affirming its ongoing commitment to supporting jordan’s development and economic development under the leadership of his majesty king abdullah ii ibn al hussein, may allah protect him."
"Housing Bank Group’s Net Profit for 2024 Increased by 6.7%, Recommending a Cash Dividend of 30% of the Share Nominal Value - Housing Bank",https://hbtf.com/en/news/net-profit-2024,"housing bank group’s net profit for 2024 increased by 6.7%, recommending a cash dividend of 30% of the share nominal value - housing bank housing bank for trade and finance (hbtf) group announced the results of its consolidated financial statements for the fiscal year, ending on december 31, 2024. the results revealed that the group’s net profits, after provisions and taxes, amounted to jd150.3 million, compared to jd140.8 million in 2023, reflecting a growth of 6.7%. h.e. abdel elah al-khatib, chairman of the board of directors, expressed his satisfaction with the strong financial results for 2024. these results demonstrate that the group has continued to achieve sustainable growth in profits, aligning with the group's comprehensive and flexible strategic approach in business and risk management. al-khatib also highlighted his pride in the bank’s performance and ability to achieve sustainable growth despite the challenges in the region. he expressed his confidence that the bank will continue to build on this success in the future. in light of the results achieved for the year 2024, the board of directors in its meeting held on 23/1/2025 approved the financial results of the year 2024, and recommended the distribution of a cash dividend of 30% of the share nominal value for the year 2024. the financial results of the year 2024 and the dividend distribution proposal are subject to the approval of the central bank of jordan. from his side, ammar al-safadi, ceo of housing bank group, emphasized that the group’s financial performance for 2024 marked the highest in the bank’s history. he credited the positive results to the strong performance of the bank’s core operational sectors, which continued to deliver growth across various financial indicators. elaborating on his statement, al-safadi stated that the strong financial results were driven by a combination of factors, including sustainable investment resources, efficient operational processes, and effective resource allocation within key sectors, in addition to the credit portfolios that are characterized by quality and soundness. al-safadi further highlighted that this performance is an extension of the bank’s successful journey and its robust financial position. he emphasized that the group’s commitment to offering innovative banking solutions and exceptional services in a flexible and evolving operational environment was a key to achieving sustainable profitability. the bank’s solid capital base, high liquidity ratios, and stable customer deposits reflect its wise approach to managing both reserves and asset quality, enabling it to navigate economic challenges with flexibility. al-safadi also noted that the group’s continued success is a result of its commitment to prudent risk management. the group has booked additional provisions for expected credit losses as precautionary measures to address potential economic challenges. for 2024, the return on the assets and shareholders’ equity increased to reach 1.7% and 11.3% respectively, which reflect the bank’s operational efficiency and effective management of its assets and liabilities, delivering strong returns for shareholders. al-safadi commended the performance of the bank’s operational sectors, emphasizing their role in building long-term value for shareholders and clients. he also highlighted the bank’s collaboration with european financing entities and sovereign funds to support green financing. additionally, the bank has developed a strategy for managing environmental, social, and governance (esg) risks in alignment with global best practices and the central bank of jordan’s guidelines. al-safadi added that the bank group was able to increase its net credit facilities and customer deposits at the end of 2024 to reach to jd4.5 billion and jd6.0 billion respectively. in addition, the bank maintained its strong capital base, as the total equity amounted to jd1.4 billion, while the capital adequacy ratio reached 18.6% at the end of 2024, which is well above the minimum regulatory requirements of the central bank of jordan and the basel committee. al-safadi concluded by expressing confidence in the bank’s ability to continue its growth trajectory and remain at the forefront of banking innovation. the group is committed to providing cutting-edge digital applications, in line with global banking practices, while continuously adapting to the latest technological advancements in the industry."
Housing Bank Net Profits Increased to reach JD38.4 million during the First Quarter of 2024 - Housing Bank,https://hbtf.com/en/news/net-profits-2023,"housing bank net profits increased to reach jd38.4 million during the first quarter of 2024 - housing bank the housing bank for trade and finance (hbtf) group announced the financial results for the first quarter of 2024, reporting net profits of jd38.4 million, with an increase of 6.1% compared to the same period last year. commenting on these financial results, abdel elah al-khatib, chairman of the board of directors, indicated his satisfaction regarding these results, reflecting the success of the group's flexible and modernized strategy and policies, based on preserving the legacy of the group over five decades of success and achievements. al-khatib added that the financial results achieved confirm the group's ability to deal with economic conditions and challenges, amid the repercussions of international geopolitical developments, the ongoing israeli aggression on the gaza strip, and the impact of these challenges on several economic and service sectors. from his side, ammar al-safadi, chief executive officer of hbtf group, uncovered the group’s key financial indicators that characterized the first quarter of the year 2024, underlining the group’s solid financial strength and its unwavering commitment towards achieving sustainable growth through its various operational activities. al-safadi further elaborated that the bank group continued to implement its prudent risk management approach, persisting in hedging against any potential economic conditions or challenges. the bank group booked additional loan loss provisions for expected credit losses during the first quarter of the current year. al-safadi highlighted that during the first quarter of 2024, the bank group managed to maintain an outstanding level of return on assets and shareholders equity, reaching 1.74% and 11.6% respectively. this reflects the operational efficiency of the bank and the optimal utilization of available resources, as well as effective management of assets and liabilities. al-safadi also indicated that the bank group was able to achieve strong growth in its net credit facilities at the end of the first quarter of 2024 by 7.0%, to reach jd 4.8 billion by the end of march 2024. such growth was reflected positively on the operational profit and the bank’s market share. al-safadi also highlighted that the bank group maintained its efforts to strengthen its funding sources, with customer deposits increasing since the beginning of the year by 2.1% to reach jd5.8 billion by the end of march 2024. additionally, the bank sustained a solid capital base, with total shareholders’ equity reaching jd1.4 billion. the capital adequacy ratio stood at 18.5% as of the end of the first quarter of the current year, which is well above the requirements set by the central bank of jordan and the basel committee. al-safadi affirmed that the bank will continue its digital innovation strategy where global best practices and the latest trends are being adopted with the sole purpose of fulfilling the customers’ satisfaction through anticipating their needs and providing them with the best available banking services"
Our Initiatives - Housing Bank,https://hbtf.com/en/initiatives,"our initiatives - housing bank our initiatives corporate social responsibility (csr) relies within the vision and objectives of the housing bank, which complements its role in supporting the national economy being an integral part of the jordanian society. the bank is always keen to adopt a comprehensive csr strategy that caters to a number of important sectors, contributing to the advancment of these sectors, which will reflect positively on their developmental and societal impact. community service the bank continued to support a number of partners in the field of community service, of which was tkiyet um ali. the bank renewed its strategic partnership with tua that has been ongoing for more than a dedcade, in support of tua’s efforts to implement a range of humanitarian programs and activities that aim at eleminiating hunger and poverty. the bank also continued to provide its annual support to the jordanian hashemtie fund- “the goodwill campaign”, in support of its charitable and humanitarian role in delivering aid to those in need across governorates of jordan. the bank renewed its strategic partnership with the jordan river foundation through the support of the ""child protection"" program of the queen rania family and child center. the bank also renewed its adoption of an orphans house as part of the sos children's village. in addition to that, the bank provided its support to the ""waqf thareed"" initiative that aims at at feeding passersby, and supported the ""eid clothing"" program organized by the jordan hashemite charity organization during eid al-adha. additionally, the bank provided support to a number of community-driven organizations including the al-oun humanitarian club, white beds associations and the darat samir shamma for elderlies. education represents a key strategic pillar that the bank supports as part of its csr stratgey. in 2023, the bank covered the costs of a number of university scholarships with several institutions, most notably; al-aman fund for the future of orphans, al-hussein technical university, the jordan media institute, the university scholarship program under to the king hussein cancer foundation, and promise welfare society. the bank also renewed its agreement with elia nuqul foundation, which has been ongoing since 2016. the partnership aimed to support enf in achieving its goals of providing university scholarships. the bank offers two full scholarships to two university students benefiting from the enf services over the four years of the university studies. the bank will also provides the two students with the opportunity to obtain a practical training in different departments in the bank while they are studying, which will contribute to enriching their educational and practical experience. during 2023, the bank also participated in the financial awareness and educational initiative launched by the central bank of jordan on the occasion of the arab day for financial inclusion. through this initiatives, awareness sessions were held targeting university students in various governorates of the kingdom, as part of the bank’s efforts to promote community financial literacy. furthermore, the bank supported a number of universtiy and schools activities, of which the ""foreign affairs council"" activity at the jubilee school which was an educational simulation that consisited of committees and dialogue sessions on various topics that contribute to improve students' educational and conversational skills. the bank also supported the 12th annual conference of the united nations (psutmun 2023) held at princess sumaya university for technology. health the bank provided support to several health initatives in 2023, including the development and relhalbilitation of ghor al-mazraa healthcare center in partnership with himmetna association. this initiative came within the framework of the bank's support for the first phase of the ""himmetna 3"" project, which aimed to rehabilitate and develop 25 comprehensive healthcare centers across the kingdom, in collaboration with the private sector. also throughout the year, the bank renewed its strategic partnership agreement with the king hussein cancer foundation for two years, which covered four programs: the hope gala; which raises fund to to support the foundation's cancer treatment programs, the mobile breast cancer screening clinic; a fully equipped mobile clinic that aims to reach remote areas, raise awareness of early screening for breast cancer, conduct clinical examinations, and distribute mammogram vouchers to women, the siwar al-hussien volunteer program, that gives individuals the chance to volunteer their time and effort to support the fight against cancer; and the university scholarship program for cancer patients, through which the bank covered the costs of university fees for a number of patients. the bank also sought to support the health sector through its participation in the 7th quality conference to discuss health care development issues, organized by the health care accreditation council, and the ""governance and health insurance"" conference organized by the health insurance association. this stemmed from the bank’s belief in the need to support institutions that work to serve and develop the healthcasre sector in jordan. national institutions the bank's support to activities and initiatives launched and organized by national institutions in the field of corporate social responsibility is an integral part of its csr program. the bank offered support to a number of initiatives organized by national institutions, of which the ""national aid fund’ in collaboration with the ministry of social development; a financial aid program for monthly recurring and temporary aid, as well as the unified cash support program. moreoever, the bank provided its support to the fawateeri applicatoion campaign organized by the income and sales tax department, that aimed to educate citizens on the need to obtain their purchase invoice. the bank also provided support to the ministry of culture in support of the jerash festival, the key jordanina cultural annual event that emphasizes jordan’s positioning on the tourism map. the bank also supported a number of economic conferences that serve the economic sector in jordan, of which; the ""arab businesses owners and investors"" conference, which was held on the sidelines of the first arab private sector summit, organized by the jordan chamber of commerce under the royal patronage. in recognition of the bank's continous and exclusive support for the public security directorate's celebrations of world traffic day and arab traffic week 2023, the public security directorate honored the bank, during its event held on the occasion under the title ""traffic rules and regulations, a civilized behavior."" this honoring came in appreciation of the housing bank's active and continuous role in promoting traffic awareness and sound behaviors to ensure road safety, through its various initiatives implemented individually, or in cooperation with national institutions and civil organizations. ​environment the bank pays special attention to the environment-related issues given its particular importance. in line with the bank's vision and directions concerning environemental preservation, numerous strategic partnerships and environmental activities were conducted. most notably, was the renewal of the strategic partnership between the bank and the arab society for the protection of nature within its green caravan program 2023. the initiative revolved around enhancing food security through the bank's adoption of planting 2,000 trees in remote and underpriviliged areas, which helps provide job opportunities and a source of livelihood for farmers, and increasing the green area in jordan, which contributes to preserving the environment. the bank also renewed its partnership agreement with the princess alia foundation in cooperation with the association of banks in jordan and the ministry of education for the ""green fingerprints"" initiative, which aimed to purchase paper and distribute it in public schools in exchange for the paper waste consumed by the bank annually. furthermore, the bank supported the housing bank park, affiliated with the greater amman municipality, located in abdoun. entrepreneurship in 2023, housing bank focused its attention on entrepreneurship given its vital role in trasnforming the societies by empowering women and youth. the bank supported several institutions that focus their efforts on entreprenuership development, namely the community empowerment program and the productive projects program organized by the jordan river foundation. the bank also renewed its support for the princess taghreed institute for development and training by supporting the ""dar ne’meh"" project in aqaba governorate, as a strategic supporter and exclusive banking partner of the foundation. the support provided by the bank to establish the project in the city of aqaba will reflect positivley on the local community through empowering women by providing them with professional, handicraft and productive skills in many fields. this in turn will open up new horizons for them, their families and their community in income-generating service and productive sustainable development projects, while creating more training and job opportunities. the bank also supported dar abu abdullah association to establish an aquaculture project. the project is based on market studies and available opportunities, and is aligned with the national priorities. farms are granted to tkiyet um ali beneficiaries with the aim of transforming them from families in need to financially independent. in line with the bank's belief in empowering women and enhancing their capabilities, the bank contributed to supporting entrepreneurship-related activities of the jordan forum for business and professional women. in particular, these were the activities of the women's innovation lab, the first of its kind in jordan. furthermore, the bank supported the activities of the jordanian women's union for developing the skills and capabilities of the jordanian women, enhancing their role and status to enable them to participate in an effective and balanced manner in building the jordanian society. in recognition of its exclusive sponsorship of the mutah award for entrepreneurship and innovation for 2023, mutah university honored the bank during the closing ceremony of the award. the honoring came in recognition of the bank's continuous role in investing in youth, and stimulating and supporting a culture of entrepreneurship and the spirit of innovation among them. thus, enabling them to lead projects and emerging businesses that effectively address societal challenges. sports and youth the bank has supported the jordanian taekwondo champion juliana al-sadiq. juliana has won many medals and accomplishments in local and international championships, topping the world rankings in the 67kg weight category. the support will contribute to enhancing juliana’s readiness for participation in the paris summer olympics 2024. the bank also provided support to many jordanian sports federations and clubs in support of their youth empowerment activities, including the jordan basketball federation, al-faisaly club, al-jazira club, and al-shabab sports club (homenetmen). in addition, many school activities were supported across the kingdom. people with special needs the bank always seeks to partner with organizations that cater to the needs of persons with disabilities. the bank provided support to the ahl al-azm association for the blind, to provide blind people with printing university students material in braille, and material to teach blind children to read and write. the bank also provided its support to the national association for people with special needs. the association aims to provide educational services and related skills to people with disabilities of different age groups, whose cases range from mental disability to down syndrome, in order to ensure their inclusion in the society. additionally, the bank provided its support to the charity dinner of the sana for special individuas. the charity dinner aimed to raise funds to support the association's activities. the association carries out awareness programs for persons with disabilities and the community, and increases their employment rate in public and private institutions, by training and qualifying them for the labor market and thus ensurign socielty inclusion. the bank continued to support and adopt five students with special needs for the academic year 2023-2024, through its partnership with the young muslim women's association / bunayat center for special education. the center works to enable students with mild and moderate mental disabilities to have a better social and professional life, prepare them to join the labor market, and provide high-quality integrated learning for special education programs. the bank also continued to provide support to al-amal charitable association, the only entity that provides care services for people with special needs in the central jordan valley area. care is provided through its special education centers educational, rehabilitation and health care services for children with special needs. supporting national institutions’ donation drives for the people of gaza in line with the bank’s natoional and humanitarian responsibility, and belief in the noble objectives of donation campaigns oragnized by a number of its strategic partners in support the people of gaza in light of the current circumstances, the bank provided its support to: the jordan hashemite charity organization, to purchase medicines for palestinian hospitals and deliver in-kind, food and medical assistance to the affected families in gaza; to king hussein cancer foundation, the ""save cancer patients in gaza"" campaign to provide support to the cancer patients coming from gaza for treatment, in addition to sending medicine to hospitals; and to tkiyet um ali by supporting the “for gaza” campaign to provide emergency food parcels to affected families. community initiatives and activities organized by the bank the bank conducted several voluntary initiatives to involve its employees within the ""iskan giving"" team, with the main objective of fostering the volunteerism culture and develop teamwork among the employees. this in turn, will reflect positively on their performance at work as a team, and instill the concepts of good citizenship and thus have a positive impact on the employee themselves, their work, their colleagues and their family, and on the society. the “iskan giving” team participated in several voluntary activities, of which; distributing food parcels to families benefitting from tkiyet um ali. in addition, to providing meals for fasting individuals at “mawa’ed al-rahman” at tkiyet um ali’s headquarters during the month of ramadan. the bank held a ramadan iftar that brought together a group of youth students benefiting from the al-aman fund for the future of orphans from several governorates with the elderly residents of the darat samir shamma association and in participation of iskan giving team. the bank also organized a blood donation campaign, held at the bank headquarter in shmeisani, in cooperation with the national blood bank center and under the supervision of a specialized staff. the campaign received remarkable participation by the bank's employees. and as part of the bank's strategy to protect the environment and increase the green area in the kingdom, and in line with its strategic partnership with the arab society for the protection of nature, which included planting 2,000 fruitful trees in various regions of the kingdom, the iskan giving team participated in planting 500 olive trees in the zizia area. furthermore and as part of the bank’s keeness to interact with all segments of the society on various occasions, and on the occasion of international women's day, the bank honored a number of traffic police women. through this gesture the bank highlighted their excellence in performing their work, and their impact on traffic management. it also sent a message that the bank appreciates all jordanian women for their role and great contributions to building the family, society and the country."
Photo Gallery - Housing Bank,https://hbtf.com/en/media,photo gallery - housing bank photo gallery sections social activities imkan al-iskan 2025 imkan al-iskan 2024 ata'a al-iskan 2023 ata'a al-iskan 2022 ata'a al-iskan 2019 sections social activities
Imkan by Iskan - Housing Bank,https://hbtf.com/en/imkan-by-iskan,"imkan by iskan - housing bank imkan by iskan, housing bank’s corporate social responsibility (csr) program, emerges from our belief in catalyzing positive change towards empowering and developing the community, as well as building their potential and capabilities. the csr program is designed to further support and empower various social groups to make a meaningful impact on multiple aspects of life. aligned with our slogan, ""my bank for life,"" we remain a home for all jordanians, addressing their needs beyond the conventional realms of banking. it embodies our holistic approach towards sustainability and emphasizes our commitment to supporting national efforts to overcome shared challenges, empowering us to be an integral part of the fabric of jordanian society. driven by our humanitarian and societal responsibilities for the past 50 years, we crown our long-established social initiatives and accomplishments with imkan by iskan. this program is the culmination of a systematic and sustainable institutional framework, underpinned by a series of initiatives and strategic partnerships with entities and institutions dedicated to the community. this comes in addition to our volunteering employees, who serve as bank ambassadors in humanitarian across social empowerment, education, healthcare, and environmental conservation. at housing bank, we share a collective commitment to the transformative power of collaboration and teamwork in meeting the ever-changing needs of society. it is this ethos that drives us to integrate the values of cohesion and unity into all our social csr initiatives, ensuring a sustainable impact on the communities we serve."
Imkan Iskan Activities - Housing Bank,https://hbtf.com/en/iskan-giving,imkan iskan activities - housing bank imkan iskan activities our collective belief in the transformative power of positive change and team spirit drives us to address the evolving needs of our society.we have pledged to embody the values of solidarity through our social activities and wide-ranging initiatives
"""Imkan by Iskan"" Organizes Back-to-School Day for Students at SOS Children’s Villages Jordan - Housing Bank",https://hbtf.com/en/news/back-to-school-sos,"""imkan by iskan"" organizes back-to-school day for students at sos children’s villages jordan - housing bank housing bank employees, part of the ‘imkan by iskan’ team, participated in a recreational day organized by the bank in cooperation with sos children's villages jordan in irbid. the initiative aimed to help children prepare for their return to school and start the academic year with enthusiasm and positive energy. the event reflects the bank’s ongoing support for sos children’s villages jordan through its social responsibility program, imkan by iskan, with a particular focus on family homes. this partnership has long contributed to sustaining childcare services at the association. aligned with the bank’s commitment to empowerment and social well-being, the event emphasized positive engagement with children, serving as an essential step in strengthening their confidence and fostering growth in a safe and stimulating environment. at the event, activities included book lamination, preparing school bags with essential supplies, organizing the library, as well as a drawing and coloring session. the day concluded with an entertaining show that brought joy to the children and motivated them for the year ahead. it is worth nothing that sos children’s villages jordan, founded in 1983, provides comprehensive care to children and youth without family support or at risk of losing it. they help them through family and community homes, in addition to youth homes inside and outside its three villages in amman, irbid, and aqaba. the organization extends care and support until the age of 24, supporting young people in achieving independence. in june 2025, sos children’s villages jordan achieved an unprecedented international milestone when its national director, ms. rana al-zoubi, was elected president of the general assembly of sos children’s villages international, which brings together 138 member organizations across five continents. this achievement reflects global recognition of the organization’s expertise and reinforces jordan’s position as a regional center of excellence in child care and protection."
Housing Bank Holds Session on Cybersecurity for Al Hussein Technical University Students - Housing Bank,https://hbtf.com/en/news/cybersecurity-htu-students,"housing bank holds session on cybersecurity for al hussein technical university students - housing bank housing bank organized a specialized educational session focused on the concepts and role of cybersecurity in safeguarding financial transactions. the session targeted around 60 students from al hussein technical university (htu) and was held as part of the bank’s sponsorship of the ""ask the financial expert"" campaign, implemented by injaz in cooperation with the association of banks in jordan. led by the bank’s highly qualified cybersecurity experts, the session aimed to broaden students’ understanding of technological advancements shaping the financial and banking sector, and their impact on jobs and services. the session highlighted the critical role of cybersecurity as a fundamental pillar in protecting data and financial transactions in today’s digital era. students also received practical guidance and professional advice on the safe use of banking technologies, along with strategies for addressing digital risks at both institutional and individual levels. the program offered further insights into the bank’s own cybersecurity and data protection procedures, while shedding light on promising career opportunities within the banking sector. it is worth noting that this session is one of several planned under the ""ask the financial expert"" campaign, which will be delivered across multiple universities in jordan’s governorates. it also reflects housing bank’s ongoing commitment to supporting and empowering youth through awareness initiatives, building on previous collaborations with the injaz foundation, and is reinforced by the bank’s rich advisory content available through its digital platforms, including the section on the bank’s website."
Imkan by Iskan Team Helps Organize Volunteering Event at Queen Rania Family and Child Center - Housing Bank,https://hbtf.com/en/news/volunteering-child-center,"imkan by iskan team helps organize volunteering event at queen rania family and child center - housing bank volunteers from housing bank, part of the imkan by iskan team, recently took part in a community initiative entitled ""child protection is an investment in the future."" the event was organized by the bank in collaboration with the queen rania family and child center, affiliated with the jordan river foundation, and aimed to empower children and mothers through awareness-raising activities designed to protect against all forms of abuse, strengthen family unity, and foster a more informed and stable society the initiative comes as part of the bank’s support for the jordan river child protection program, within the framework of its strategic partnership with the foundation. this collaboration reflects housing bank’s commitment to enhancing its social impact, with a particular focus on promoting empowerment and social security for children and their families. these efforts fall under the umbrella of the imkan by iskan program, which supports institutions and initiatives dedicated to these goals the event featured interactive activities designed to build personal and social skills, raise awareness of protection and prevention, and introduce technological tools that consolidate these concepts in a safe and engaging way. through this volunteer effort, housing bank reinforced its support for the queen rania family and child center’s mission of enabling children and families to better cope with everyday challenges. the center reaches thousands of beneficiaries annually and promotes volunteerism as a key pillar of addressing domestic abuse and violence it is worth noting that through its partnership with the jordan river foundation, housing bank also supports social entrepreneurship projects that create economic opportunities for women, empowering them to achieve greater independence and contribute to building a more sustainable future for their communities"
Annual Reports - Housing Bank,https://hbtf.com/en/annual-reports?page=1,annual report 2020 (animated) annual report 2020 annual report 2019 annual report 2018 annual report 2017 annual report 2016 annual report 2015 annual report 2014
Annual Reports - Housing Bank,https://hbtf.com/en/annual-reports?page=2,annual report 2013 annual report 2012 annual report 2011 annual report 2010 annual report 2009 annual report 2008 annual report 2007 annual report 2006 annual report 2005 annual report 2004 annual report 2003 annual report 2002
Annual Reports - Housing Bank,https://hbtf.com/en/annual-reports?page=3,annual report 2001 annual report 2000 annual report 1999 annual report 1998 annual report 1997 annual report 1996 annual report 1995 annual report 1994 annual report 1993 annual report 1992 annual report 1991 annual report 1990
Annual Reports - Housing Bank,https://hbtf.com/en/annual-reports?page=4,annual report 1989 annual report 1988 annual report 1987 annual report 1986 annual report 1985 annual report 1984 annual report 1983 annual report 1982 annual report 1981 annual report 1980 annual report 1979
Annual Reports - Housing Bank,https://hbtf.com/en/annual-reports?page=5,
Purpose Codes - Housing Bank,https://hbtf.com/en/purpose-codes,"purpose codes - housing bank in compliance with the central bank of jordan's instructions, starting february 2nd, 2015, all incoming payment orders processed through jordanian banks must include a payment purpose code in field 70 to allow for stp processing. payments missing a correctly formatted purpose code will be not be processed stp and will be repaired. please refer to the below formatting instructions and examples for guidance on how to correctly populate field 70: field 70:(1st line): purpose code (mandatory). field 70:(2nd line): purpose description (optional). field 70:(3rd – 4th lines) transfer details (optional). example :70:0106 family assistance and expenses *to view payment purpose codes list file"
